CustomerKey,Customer City,CustomerCountry,CustomerAlternateKey,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EducationLevel,Occupation,HouseOwnerFlag,NumberCarsOwned,DateFirstPurchase
17162,Milwaukie,United States,AW00017162,Rachel Blue,1955-07-04,Single,Female,60000.00,2,1,Partial College,Professional,1,2,2022-05-01
17163,Berkeley,United States,AW00017163,Edward Adams,1956-02-20,Married,Male,60000.00,2,1,Partial College,Professional,1,1,2022-06-27
17164,Burlingame,United States,AW00017164,Ryan Clark,1955-10-06,Married,Male,60000.00,2,1,Partial College,Professional,1,1,2022-11-15
17165,Lakewood,United States,AW00017165,Isaac Gonzalez,1956-01-11,Single,Male,70000.00,4,2,Partial College,Professional,1,1,2022-02-13
17166,Beaverton,United States,AW00017166,Joshua Several,1956-12-20,Married,Male,60000.00,2,1,High School,Professional,1,2,2022-10-26
17167,Bremerton,United States,AW00017167,Thomas Jenkins,1962-08-12,Married,Male,60000.00,2,1,High School,Professional,1,2,2022-06-16
17168,Port Orchard,United States,AW00017168,Jada Perez,1962-07-23,Single,Female,60000.00,2,1,High School,Professional,1,2,2022-06-09
17169,Burlingame,United States,AW00017169,Emily Taylor,1957-01-03,Married,Female,60000.00,2,1,Partial College,Professional,1,2,2022-03-19
17170,Fremont,United States,AW00017170,Jasmine James,1957-01-02,Married,Female,60000.00,2,1,Partial College,Professional,1,2,2022-04-14
17171,Spring Valley,United States,AW00017171,Katherine Clark,1957-05-26,Single,Female,70000.00,4,2,Partial College,Professional,1,2,2022-11-03
17172,Lemon Grove,United States,AW00017172,Jesse Adams,1957-09-21,Married,Male,70000.00,2,1,Partial High School,Skilled Manual,1,2,2022-08-07
17173,Berkeley,United States,AW00017173,David Bryant,1958-05-23,Single,Male,70000.00,2,1,Partial High School,Skilled Manual,1,2,2022-11-12
17174,Coronado,United States,AW00017174,Angelica Wood,1958-03-25,Single,Female,70000.00,2,1,Partial High School,Skilled Manual,1,2,2022-06-18
17175,Sooke,Canada,AW00017175,Amanda Roberts,1957-11-15,Single,Female,70000.00,2,1,Partial High School,Skilled Manual,1,3,2022-09-09
17176,Coronado,United States,AW00017176,Isaac Ward,1957-11-09,Single,Male,70000.00,2,1,Partial High School,Skilled Manual,1,3,2022-11-05
17177,Lincoln Acres,United States,AW00017177,Richard Hayes,1957-12-09,Married,Male,60000.00,2,1,High School,Professional,1,2,2022-06-24
17178,Beverly Hills,United States,AW00017178,Trisha Liang,1958-01-16,Married,Female,60000.00,2,1,High School,Professional,1,2,2022-12-16
17179,El Cajon,United States,AW00017179,James Henderson,1974-07-15,Single,Male,60000.00,2,1,High School,Professional,1,2,2022-07-16
17180,Issaquah,United States,AW00017180,Timothy Rogers,1959-06-18,Married,Male,70000.00,4,3,Partial College,Professional,1,1,2022-11-10
17181,Stuttgart,Germany,AW00017181,Jenny Lal,1969-03-16,Married,Female,130000.00,2,3,Bachelors,Management,0,4,2021-08-27
17182,York,United Kingdom,AW00017182,Jessica Patterson,1963-11-07,Single,Female,170000.00,2,3,Bachelors,Management,0,2,2021-05-31
17183,Duesseldorf,Germany,AW00017183,Shane Sanchez,1968-11-05,Married,Male,130000.00,2,4,Partial College,Professional,1,2,2021-08-17
17184,Saarbrücken,Germany,AW00017184,Eddie Dominguez,1962-08-02,Married,Male,130000.00,2,4,Partial College,Professional,1,2,2021-08-24
17185,York,United Kingdom,AW00017185,Karla Anand,1963-03-21,Married,Female,170000.00,4,3,Partial College,Professional,0,3,2021-06-20
17186,Billericay,United Kingdom,AW00017186,Isaac Evans,1978-01-16,Married,Male,120000.00,3,4,High School,Professional,1,4,2022-06-19
17187,Orleans,France,AW00017187,Alejandro Ma,1960-09-28,Single,Male,90000.00,2,1,High School,Professional,1,2,2021-03-22
17188,Versailles,France,AW00017188,Alexa Peterson,1966-09-17,Married,Female,110000.00,3,4,Partial College,Professional,1,4,2021-03-21
17189,Berlin,Germany,AW00017189,Clarence Goel,1966-11-12,Married,Male,110000.00,3,4,Partial College,Professional,1,4,2022-03-09
17190,Kiel,Germany,AW00017190,Ebony Rana,1966-10-03,Single,Female,120000.00,2,4,Partial High School,Professional,1,4,2023-01-14
17191,München,Germany,AW00017191,Gilbert Guo,1961-02-10,Single,Male,130000.00,3,4,Partial College,Professional,0,3,2021-08-05
17192,Newcastle upon Tyne,United Kingdom,AW00017192,Warren He,1966-09-19,Single,Male,160000.00,2,4,High School,Professional,0,3,2021-06-20
17193,Peterborough,United Kingdom,AW00017193,Haley Brooks,1959-12-18,Married,Female,80000.00,4,2,Partial College,Professional,1,1,2022-03-13
17194,Werne,Germany,AW00017194,Wyatt Thompson,1960-02-16,Married,Male,80000.00,4,2,Partial College,Professional,1,1,2022-07-23
17195,Colombes,France,AW00017195,Franklin Sharma,1949-11-19,Married,Male,70000.00,5,1,High School,Professional,1,2,2021-04-02
17196,Paris,France,AW00017196,Douglas Fernandez,1950-01-24,Single,Male,70000.00,5,1,High School,Professional,1,2,2021-04-28
17197,Darmstadt,Germany,AW00017197,Mindy Nara,1949-07-16,Single,Female,90000.00,5,0,Partial College,Professional,1,2,2022-12-25
17198,Hamburg,Germany,AW00017198,Cheryl Jiménez,1950-04-17,Single,Female,90000.00,5,0,Partial College,Professional,0,2,2021-09-24
17199,Berlin,Germany,AW00017199,Dennis Zhou,1956-11-04,Married,Male,70000.00,5,1,High School,Professional,0,3,2021-09-10
17200,Dresden,Germany,AW00017200,Russell She,1951-04-02,Single,Male,80000.00,5,0,Partial College,Professional,0,2,2022-04-24
17201,Frankfurt am Main,Germany,AW00017201,Vincent Yang,1951-05-21,Single,Male,80000.00,5,0,Partial College,Professional,0,2,2022-12-24
17202,Kirkby,United Kingdom,AW00017202,Deanna Martinez,1950-10-15,Married,Female,110000.00,3,4,Bachelors,Management,1,4,2021-06-29
17203,Newcastle upon Tyne,United Kingdom,AW00017203,Christine Raje,1950-08-18,Married,Female,130000.00,4,4,Partial College,Professional,1,4,2021-06-10
17204,Oxford,United Kingdom,AW00017204,Evelyn Martinez,1950-11-24,Single,Female,130000.00,4,4,Partial College,Professional,0,4,2022-05-10
17205,Wokingham,United Kingdom,AW00017205,Lisa Wang,1962-02-08,Single,Female,150000.00,3,4,Graduate Degree,Management,0,4,2022-09-16
17206,Tremblay-en-France,France,AW00017206,Spencer Gonzales,1959-07-12,Married,Male,90000.00,3,1,High School,Professional,0,2,2021-04-21
17207,York,United Kingdom,AW00017207,Ian Torres,1958-11-13,Single,Male,80000.00,4,2,Partial College,Professional,1,1,2021-06-15
17208,Ingolstadt,Germany,AW00017208,Jacob Miller,1958-09-24,Married,Male,80000.00,4,2,Partial College,Professional,1,2,2022-07-19
17209,Hof,Germany,AW00017209,Jacqueline James,1959-02-17,Married,Female,90000.00,4,2,Partial College,Professional,0,1,2021-09-24
17210,Paderborn,Germany,AW00017210,Karl Deng,1976-08-05,Single,Male,130000.00,3,4,Partial College,Professional,0,4,2023-01-12
17211,Metz,France,AW00017211,Virginia Rodriguez,1959-03-11,Married,Female,100000.00,3,4,Bachelors,Management,1,3,2022-02-14
17212,Villeneuve-d'Ascq,France,AW00017212,Jacqueline Coleman,1963-06-14,Single,Female,80000.00,4,1,High School,Professional,1,2,2022-11-27
17213,Berks,United Kingdom,AW00017213,Calvin Goel,1957-09-03,Married,Male,120000.00,4,5,Bachelors,Management,1,3,2022-06-19
17214,London,United Kingdom,AW00017214,Damien Liu,1958-03-20,Married,Male,130000.00,4,5,High School,Professional,1,3,2021-06-06
17215,Hamburg,Germany,AW00017215,Juan Bell,1962-04-09,Single,Male,90000.00,4,1,High School,Professional,1,2,2022-09-08
17216,Roubaix,France,AW00017216,Kathleen Ramos,1955-12-08,Married,Female,90000.00,4,1,High School,Management,1,3,2021-04-24
17217,Berlin,Germany,AW00017217,Raquel Gill,1955-12-02,Married,Female,100000.00,3,4,Partial College,Management,1,4,2022-04-27
17218,Bracknell,United Kingdom,AW00017218,Craig Carlson,1955-09-17,Married,Male,110000.00,4,5,High School,Management,1,2,2021-06-13
17219,Colombes,France,AW00017219,Kelsey Sharma,1955-04-24,Married,Female,80000.00,5,1,High School,Management,1,3,2022-08-27
17220,Berlin,Germany,AW00017220,Glenn Wang,1954-08-30,Married,Male,90000.00,4,1,High School,Management,0,3,2021-09-01
17221,Bonn,Germany,AW00017221,Ricky Navarro,1955-04-01,Married,Male,90000.00,4,1,High School,Management,0,3,2021-09-03
17222,Boulogne-Billancourt,France,AW00017222,Carolyn Serrano,1953-12-23,Married,Female,70000.00,5,1,Partial High School,Skilled Manual,1,3,2022-07-14
17223,Pantin,France,AW00017223,Francis Torres,1954-03-10,Married,Male,80000.00,5,1,High School,Management,1,4,2022-08-31
17224,Saarlouis,Germany,AW00017224,Mandy Li,1954-04-19,Married,Female,90000.00,4,1,Partial High School,Skilled Manual,1,4,2022-05-18
17225,Watford,United Kingdom,AW00017225,Lawrence Dominguez,1953-11-29,Married,Male,160000.00,5,5,Partial High School,Professional,1,4,2021-06-05
17226,Liverpool,United Kingdom,AW00017226,Gilbert McDonald,1953-02-01,Married,Male,130000.00,5,5,Partial High School,Professional,1,4,2022-04-20
17227,Melbourne,Australia,AW00017227,Erika Gutierrez,1980-08-14,Married,Female,60000.00,0,0,Bachelors,Professional,1,4,2022-04-29
17228,Bendigo,Australia,AW00017228,Krystal Zimmerman,1981-05-20,Single,Female,60000.00,0,0,Bachelors,Professional,0,4,2022-07-28
17229,Townsville,Australia,AW00017229,Maria Watson,1981-10-17,Single,Female,70000.00,0,0,Bachelors,Professional,0,2,2020-03-08
17230,Gold Coast,Australia,AW00017230,Lance Suarez,1981-06-11,Married,Male,80000.00,0,0,Bachelors,Professional,1,3,2022-03-25
17231,Cloverdale,Australia,AW00017231,Tina Garcia,1979-12-29,Single,Female,70000.00,0,0,Bachelors,Professional,0,3,2022-06-11
17232,Sydney,Australia,AW00017232,Walter Jimenez,1980-12-02,Married,Male,90000.00,0,0,Bachelors,Professional,1,2,2020-03-26
17233,Bendigo,Australia,AW00017233,Michele Raman,1981-05-24,Married,Female,90000.00,0,0,Bachelors,Professional,1,2,2020-03-24
17234,Cranbourne,Australia,AW00017234,Anna Jenkins,1979-09-02,Single,Female,70000.00,0,0,Bachelors,Professional,1,4,2022-05-24
17235,Geelong,Australia,AW00017235,Joshua Jackson,1980-04-11,Single,Male,70000.00,0,0,Bachelors,Professional,0,4,2022-06-06
17236,Silverwater,Australia,AW00017236,Harold Chandra,1980-04-22,Single,Male,70000.00,0,0,Partial High School,Professional,0,4,2022-07-14
17237,Rockhampton,Australia,AW00017237,Bridget Shen,1980-04-11,Single,Female,80000.00,0,0,Bachelors,Professional,0,3,2022-03-07
17238,Geelong,Australia,AW00017238,Jordan Patterson,1979-11-19,Single,Male,80000.00,0,0,Bachelors,Professional,1,3,2022-02-12
17239,Cranbourne,Australia,AW00017239,Desiree Romero,1979-02-20,Married,Female,100000.00,0,5,High School,Management,0,2,2022-09-13
17240,North Sydney,Australia,AW00017240,Dustin Luo,1979-01-12,Married,Male,110000.00,0,5,Partial College,Management,0,3,2020-03-24
17241,Rockhampton,Australia,AW00017241,Omar Chander,1984-07-19,Married,Male,110000.00,0,5,Partial College,Management,1,3,2020-03-21
17242,Townsville,Australia,AW00017242,Dale Chande,1984-04-24,Married,Male,110000.00,0,5,Partial College,Management,1,3,2020-03-03
17243,Brisbane,Australia,AW00017243,Miranda Flores,1977-10-06,Married,Female,100000.00,0,5,High School,Management,1,3,2022-02-19
17244,Findon,Australia,AW00017244,Kellie Dominguez,1983-02-21,Married,Female,100000.00,0,5,High School,Management,1,3,2022-04-21
17245,Malabar,Australia,AW00017245,Regina Mehta,1976-10-08,Married,Female,80000.00,0,0,Bachelors,Professional,1,4,2022-06-02
17246,Coffs Harbour,Australia,AW00017246,Micah Wu,1976-07-08,Single,Male,90000.00,0,0,Bachelors,Professional,1,3,2020-03-08
17247,Sydney,Australia,AW00017247,Michael Moore,1977-04-19,Married,Male,90000.00,0,0,Bachelors,Professional,1,3,2020-03-10
17248,Perth,Australia,AW00017248,Alicia Beck,1977-08-31,Married,Female,120000.00,0,5,Partial High School,Professional,1,4,2020-03-13
17249,St. Leonards,Australia,AW00017249,Carl Goel,1978-05-09,Married,Male,120000.00,0,5,Partial High School,Professional,1,4,2020-03-14
17250,Sunbury,Australia,AW00017250,Alicia She,1983-03-10,Married,Female,150000.00,0,5,Partial High School,Professional,1,4,2022-07-03
17251,Milsons Point,Australia,AW00017251,Tonya Nara,1982-04-09,Married,Female,100000.00,0,5,High School,Management,1,3,2022-02-07
17252,Geelong,Australia,AW00017252,Colleen Zhu,1977-05-13,Married,Female,100000.00,0,5,High School,Management,1,3,2022-06-30
17253,Port Macquarie,Australia,AW00017253,Roy Suri,1976-09-29,Married,Male,100000.00,0,5,High School,Management,1,3,2022-04-05
17254,North Ryde,Australia,AW00017254,Margaret Liang,1977-05-11,Married,Female,100000.00,0,5,High School,Management,0,4,2022-02-20
17255,Lavender Bay,Australia,AW00017255,Carly Nath,1981-08-30,Married,Female,100000.00,0,5,Partial High School,Professional,1,4,2020-03-19
17256,Hobart,Australia,AW00017256,Noah Flores,1975-10-11,Married,Male,110000.00,0,5,High School,Management,1,4,2020-03-30
17257,Melton,Australia,AW00017257,Darren Rana,1975-11-21,Married,Male,130000.00,5,5,High School,Management,0,4,2020-03-17
17258,Melbourne,Australia,AW00017258,Fernando Green,1977-02-07,Married,Male,110000.00,0,5,Partial High School,Professional,1,4,2020-03-19
17259,Wollongong,Australia,AW00017259,Trisha Wang,1982-05-01,Married,Female,110000.00,0,5,Partial High School,Management,1,4,2020-03-15
17260,Lebanon,United States,AW00017260,Sean King,1970-06-05,Married,Male,90000.00,5,5,Partial College,Professional,1,3,2022-03-20
17261,Yakima,United States,AW00017261,Kyle Shan,1966-02-15,Married,Male,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-06-19
17262,Bellflower,United States,AW00017262,Kristy Martin,1966-04-24,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-05-30
17263,N. Vancouver,Canada,AW00017263,Julia Flores,1970-08-08,Married,Female,60000.00,1,0,Partial College,Skilled Manual,1,1,2022-08-17
17264,Port Orchard,United States,AW00017264,Ian Smith,1964-09-19,Single,Male,70000.00,1,0,Graduate Degree,Professional,1,1,2022-11-21
17265,Imperial Beach,United States,AW00017265,Grace Flores,1964-07-09,Married,Female,70000.00,5,5,Graduate Degree,Professional,1,3,2022-09-02
17266,Sedro Woolley,United States,AW00017266,Elijah Hall,1964-12-30,Married,Male,70000.00,5,5,Graduate Degree,Professional,1,3,2022-09-18
17267,Oakland,United States,AW00017267,Abigail Stewart,1969-04-17,Married,Female,80000.00,1,0,Partial College,Skilled Manual,1,1,2022-11-09
17268,Burien,United States,AW00017268,Alyssa Hughes,1964-03-31,Married,Female,80000.00,1,0,Partial College,Skilled Manual,1,1,2022-11-18
17269,Olympia,United States,AW00017269,Kevin Russell,1964-05-13,Single,Male,60000.00,3,2,Bachelors,Professional,0,0,2022-06-02
17270,Palo Alto,United States,AW00017270,Jack Parker,1963-09-30,Single,Male,60000.00,3,2,Bachelors,Professional,0,1,2022-06-24
17271,Spokane,United States,AW00017271,Sarah Griffin,1974-10-20,Married,Female,60000.00,1,0,Bachelors,Professional,1,1,2022-06-10
17272,Corvallis,United States,AW00017272,Mary Hernandez,1964-01-31,Single,Female,60000.00,1,0,Bachelors,Professional,1,1,2022-06-16
17273,Beaverton,United States,AW00017273,Jonathon Torres,1963-11-06,Married,Male,70000.00,5,4,Graduate Degree,Professional,1,1,2022-12-10
17274,Bremerton,United States,AW00017274,Arturo Lu,1969-11-12,Married,Male,70000.00,5,4,Graduate Degree,Professional,1,2,2022-05-07
17275,Daly City,United States,AW00017275,Ian Sanders,1964-06-21,Married,Male,80000.00,5,4,Graduate Degree,Professional,1,0,2022-03-10
17276,Marysville,United States,AW00017276,Elijah Jenkins,1935-06-01,Single,Male,50000.00,1,0,Graduate Degree,Management,1,1,2022-01-31
17277,North Ryde,Australia,AW00017277,Nichole Goel,1980-11-12,Married,Female,90000.00,1,0,Graduate Degree,Management,1,0,2020-03-30
17278,Port Macquarie,Australia,AW00017278,Isabella Price,1986-05-05,Married,Female,90000.00,2,0,Bachelors,Professional,1,0,2020-03-23
17279,Goulburn,Australia,AW00017279,Tanya Alvarez,1974-01-30,Married,Female,60000.00,2,2,Bachelors,Professional,1,1,2020-03-27
17280,Rhodes,Australia,AW00017280,Deanna Mehta,1979-11-09,Married,Female,60000.00,2,2,Bachelors,Professional,1,1,2020-03-10
17281,Hervey Bay,Australia,AW00017281,Francis Vazquez,1973-09-04,Single,Male,60000.00,2,2,Bachelors,Professional,0,1,2022-09-02
17282,Cranbourne,Australia,AW00017282,Alyssa Alexander,1976-01-31,Married,Female,80000.00,4,4,Graduate Degree,Management,1,1,2022-09-09
17283,St. Leonards,Australia,AW00017283,Henry Madan,1973-12-22,Single,Male,60000.00,2,2,Bachelors,Professional,0,1,2022-07-15
17284,Coffs Harbour,Australia,AW00017284,Gerald Martin,1974-01-02,Single,Male,60000.00,2,2,Bachelors,Professional,1,1,2022-02-05
17285,Newcastle,Australia,AW00017285,Clayton Deng,1974-01-30,Married,Male,60000.00,2,2,Bachelors,Professional,1,1,2020-03-16
17286,Cranbourne,Australia,AW00017286,Randall Rubio,1978-02-10,Married,Male,60000.00,2,2,Bachelors,Professional,1,1,2020-03-27
17287,Hawthorne,Australia,AW00017287,Billy Suarez,1978-09-06,Married,Male,70000.00,5,5,Bachelors,Professional,0,3,2022-06-13
17288,Port Macquarie,Australia,AW00017288,Dwayne Torres,1975-03-19,Single,Male,120000.00,1,0,Graduate Degree,Management,0,2,2020-03-30
17289,Hobart,Australia,AW00017289,Mallory Diaz,1972-11-30,Married,Female,70000.00,5,5,Bachelors,Professional,1,4,2022-04-15
17290,Hawthorne,Australia,AW00017290,Jenny Becker,1972-11-11,Single,Female,80000.00,5,5,Graduate Degree,Management,1,2,2022-05-03
17291,Rockhampton,Australia,AW00017291,Jorge Huang,1971-08-18,Single,Male,80000.00,5,5,Graduate Degree,Management,1,3,2022-02-04
17292,Wollongong,Australia,AW00017292,Kellie Gill,1971-11-29,Single,Female,80000.00,5,5,Graduate Degree,Management,1,3,2022-06-18
17293,Warrnambool,Australia,AW00017293,Alexandra Allen,1972-05-07,Married,Female,90000.00,0,0,Bachelors,Professional,1,0,2020-03-30
17294,Gold Coast,Australia,AW00017294,Ruth Arun,1971-10-17,Married,Female,90000.00,0,0,Bachelors,Professional,1,0,2020-03-09
17295,St. Leonards,Australia,AW00017295,Victor Sanz,1977-01-19,Married,Male,90000.00,0,0,Bachelors,Professional,1,0,2020-03-14
17296,Melton,Australia,AW00017296,Joanna Johnston,1971-06-01,Single,Female,60000.00,3,3,Bachelors,Professional,0,1,2022-08-27
17297,Matraville,Australia,AW00017297,Tommy Kumar,1973-10-25,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-03-07
17298,Melton,Australia,AW00017298,Lucas Peterson,1973-11-13,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-06-29
17299,Geelong,Australia,AW00017299,Jaclyn Ferrier,1971-01-31,Single,Female,70000.00,0,0,Bachelors,Professional,1,1,2020-03-09
17300,Geelong,Australia,AW00017300,Ivan Sai,1976-01-17,Single,Male,70000.00,0,0,Bachelors,Professional,0,1,2022-05-26
17301,North Sydney,Australia,AW00017301,Nicolas Raji,1969-09-30,Single,Male,60000.00,0,0,Bachelors,Professional,1,1,2022-09-24
17302,Springwood,Australia,AW00017302,Ruth Vance,1975-04-03,Single,Female,60000.00,0,0,Bachelors,Professional,1,1,2022-02-19
17303,Darlinghurst,Australia,AW00017303,Terrence Tang,1981-04-13,Married,Male,60000.00,3,3,Bachelors,Professional,1,2,2022-08-18
17304,Gold Coast,Australia,AW00017304,Haley Campbell,1974-11-15,Single,Female,60000.00,3,2,Bachelors,Professional,1,2,2022-09-18
17305,Malabar,Australia,AW00017305,Neil Torres,1968-09-03,Married,Male,60000.00,3,2,Bachelors,Professional,1,2,2022-01-30
17306,Sunbury,Australia,AW00017306,Edgar Prasad,1968-07-12,Single,Male,60000.00,3,2,Bachelors,Professional,0,2,2022-03-20
17307,Matraville,Australia,AW00017307,Warren Chande,1973-05-09,Married,Male,90000.00,3,3,Bachelors,Professional,1,0,2022-02-22
